Date,SMB,HML
2004-03-01,0.0066051000000000295,0.00741965
2004-03-02,0.00270604421996401,-0.005174012614118984
2004-03-03,-0.0029729754959211267,-0.0076941654400144435
2004-03-04,0.001978577573170437,0.005960833286726031
2004-03-05,0.0006216248988853977,-0.0034066032540148172
2004-03-08,-0.01009593435977918,-0.004062783847296192
2004-03-09,-0.011830688342537088,0.001161253026469744
2004-03-10,-0.0025683495312365245,0.0005052366609610283
2004-03-11,0.003411922959719593,-0.001672073759484527
2004-03-12,-0.00502517610264408,-5.976520675354813e-06
2004-03-15,-0.007876556941506463,0.001067547833302096
2004-03-16,0.002216390088145115,-0.00237167504637148
2004-03-17,0.000662147337610941,-0.0047229300123208815
2004-03-18,0.0014113241604707394,0.0008836725153606452
2004-03-19,0.0007647544372701988,0.0031793463965524853
2004-03-22,0.004889208931439626,0.00027222294602702313
2004-03-23,0.00978116092557446,0.0009425489326214119
2004-03-24,0.0008670943042110579,-0.001769914962980679
2004-03-25,0.0029374430953346127,-0.0028022145917984127
2004-03-26,0.00020666479625330858,-0.010727892682034
2004-03-29,0.007433750738990108,-0.002733734514552389
2004-03-30,0.0034236027088798693,0.0023929319720278897
2004-03-31,0.004552932913815422,0.008443811118105994
2004-04-01,-0.004102076280891653,-0.0047699428620427975
2004-04-02,0.001583696945836266,-0.007811481494257033
2004-04-05,0.01373396230436008,-0.008220263400903705
2004-04-06,0.004067279321921413,-0.0025204190273363514
2004-04-07,0.0006133323593875418,-0.011752204537645972
2004-04-08,0.0022865588919495088,-0.009182053018977232
2004-04-09,-0.0034271509953112127,-0.003025788330775936
2004-04-12,0.008668718765482697,0.0010282687409903237
2004-04-13,0.007932769584835131,0.0015009563747461208
2004-04-14,-0.003982992379076067,0.0013622622593559839
2004-04-15,-0.004058248821296351,-0.003376109988361242
2004-04-16,-0.01267282716320106,0.00114842710324925
2004-04-19,0.008997630105806675,-0.004153093659291507
2004-04-20,-0.0016308112447716017,-0.0017121647745093616
2004-04-21,0.0005359244576578215,0.003888829033162011
2004-04-22,-0.0011873059605000955,0.007875919653095975
2004-04-23,-0.004462819587035094,-0.0025101787673666442
2004-04-26,-0.0045610170804294406,-0.0070629482445620515
2004-04-27,-0.005563020474764868,-0.009826198157164012
2004-04-28,0.002970877699867813,0.012336468610050166
2004-04-29,-0.0018934533659746844,0.007361529868317784
2004-04-30,-0.008124277982682226,-0.00626685702848151
2004-05-10,0.00742651818350526,-0.002227019480099679
2004-05-11,-0.0024939144549103176,0.004083223824020432
2004-05-12,0.004870423524461209,-0.0021231873910579897
2004-05-13,0.0013776557573247359,-0.005576251001953747
2004-05-14,0.0035519093203597585,0.0004150523133321649
2004-05-17,0.008750645845224114,0.004929964228734207
2004-05-18,0.006320155410524332,0.01317030344686565
2004-05-19,0.0008693691246475233,-0.0010234488564673794
2004-05-20,-0.0038913476537228986,0.004093833999307017
2004-05-21,-0.0036983979179705533,0.003071666429051212
2004-05-24,-0.004199896304049933,0.0011960536098927776
2004-05-25,-0.011949393057330338,-0.0062522864326071135
2004-05-26,-0.006396696109953304,0.0007730185186826112
2004-05-27,0.00029494279354747016,-0.0014781902434483074
2004-05-28,0.00048665273081971433,-0.0027496668762673764
2004-05-31,-0.0021060818891298627,-0.004088199556076755
2004-06-01,0.003414239153252341,-0.00482880042043754
2004-06-02,0.005175292597280667,-0.005007381675489918
2004-06-03,-0.004372776746113249,0.0029063416966059186
2004-06-04,0.002082436919029651,0.0008297313530602478
2004-06-07,-0.005143650200160499,-0.007301751636346444
2004-06-08,0.002400216492745244,-0.00016282590207933326
2004-06-09,-0.014686505724927025,0.001155552298091167
2004-06-10,-0.005817532862028353,0.002785762870041397
2004-06-11,0.0043946244110155686,0.0005119084466172485
2004-06-14,-0.008745468649909993,-0.01096149375853128
2004-06-15,0.0013052016590042734,0.0003758149014405632
2004-06-16,-0.0038517092655865337,0.003821167175061535
2004-06-17,0.004753159391038597,-0.004347969276918329
2004-06-18,0.006078001901218988,0.006429910628005186
2004-06-21,0.009851989966757957,0.008240748411449172
2004-06-22,0.0014222883313692591,-0.0026448393095319656
2004-06-23,-0.001841317930538766,-0.0003360898286084435
2004-06-24,-0.0007169492452070436,0.001022168891663067
2004-06-25,-0.009693659599331328,-0.0016038506245982245
2004-06-28,-0.00998065687737859,0.004336136720800965
2004-06-29,-0.010832085067947528,0.003028996272694817
2004-06-30,-0.006959379719263525,-0.0038410364383792968
2004-07-01,0.004441014841657376,0.0008961281145281053
2004-07-02,-0.001193351955527833,0.0005208506752322761
2004-07-05,0.0013997523807846026,-0.00034587281718279067
2004-07-06,0.002676508950101741,-0.001454620274034646
2004-07-07,-0.0019387213592747528,0.001508541504212868
2004-07-08,0.0005505465260251531,0.0045447344486087005
2004-07-09,-0.0024988676684224442,0.00024326400448437813
2004-07-12,-0.006705454203184358,-0.0006509039453423959
2004-07-13,-0.0013565459872257881,-0.0013701464427874346
2004-07-14,-0.011105899582118162,-0.004111704635903934
2004-07-15,-0.004326251144763925,-0.005231669659617966
2004-07-16,0.004717872728438266,-0.002694669197485955
2004-07-19,0.001992662495196917,-0.005667691852992984
2004-07-20,0.0031339994866869114,-0.002748360017050977
2004-07-21,0.0020752379743396165,-0.002113655560934291
2004-07-22,0.0017103401764703152,-0.001002459121804966
2004-07-23,0.0033045005669058987,-0.006423669833050594
2004-07-26,-0.0013413431920642482,0.0013913583588320286
2004-07-27,-0.0028093031472377072,-6.436589973096707e-05
2004-07-28,0.002130346501701963,0.0007553772197914642
2004-07-29,0.00258927694396327,-0.0025458760907198785
2004-07-30,-0.004852910020343271,0.0011716843284527154
2004-08-02,-0.002297812999479065,0.0024532767898223784
2004-08-03,0.005176946899379642,0.002196842417485023
2004-08-04,-0.005198533069754818,0.001987150515677105
2004-08-05,0.0026776184648161787,0.0023787234206871233
2004-08-06,-0.004391205862115054,0.003475138565019631
2004-08-09,-0.009074735435778192,-0.0009252888860828976
2004-08-10,0.0002704482858990609,-0.00047332221034468436
2004-08-11,-0.0010944869646764,-0.0014144988960876905
2004-08-12,-0.008547403289114408,-0.005322458555052867
2004-08-13,0.00028376095106619204,0.0005955627401198482
