Date,zz700
2005-01-05,0.01614370883298455
2005-01-06,-0.008874047230416626
2005-01-07,0.002052788286818208
2005-01-10,0.008926112296121945
2005-01-11,0.0017016799606262012
2005-01-12,0.0005828398423746162
2005-01-13,0.0030268148961041237
2005-01-14,-0.012069732709778402
2005-01-17,-0.022839395951745226
2005-01-18,0.011036786550950195
2005-01-19,-0.0064364674262353825
2005-01-20,-0.013741188205020238
2005-01-21,0.019263847671469048
2005-01-24,0.019071572276277537
2005-01-25,-0.005947588991872643
2005-01-26,-0.010004405591387931
2005-01-27,-0.01598086958637268
2005-01-28,-0.015138138735195315
2005-01-31,-0.027750117150890485
2005-02-01,-0.007550279612093314
2005-02-02,0.05622211333746696
2005-02-03,-0.016999059884148182
2005-02-04,0.01879858214526231
2005-02-16,0.00990581989977368
2005-02-17,0.0034674303063759733
2005-02-18,-0.013964381674896664
2005-02-21,0.017794729371610533
2005-02-22,0.02598308167450125
2005-02-23,0.007412092504328838
2005-02-24,0.005384363410896098
2005-02-25,-0.0002462980147797112
2005-02-28,-0.0035780205370038454
2005-03-01,-0.0017608787067031613
2005-03-02,-0.014932926644947497
2005-03-03,0.0053434698897747435
2005-03-04,-0.0070687069652216605
2005-03-07,0.004626030320579622
2005-03-08,0.022156987194609682
2005-03-09,0.0013104324716861624
2005-03-10,-0.025980501363207287
2005-03-11,0.004875469575842173
2005-03-14,-0.0012356164977465054
2005-03-15,-0.014418561517880455
2005-03-16,-0.010632536844012441
2005-03-17,-0.011643212628251852
2005-03-18,-0.02197201495784029
2005-03-21,0.001757351517403416
2005-03-22,-0.026366271233546512
2005-03-23,2.3608721920309605e-05
2005-03-24,0.009993765298358824
2005-03-25,-0.0025085157788936607
2005-03-28,-0.006859579925290182
2005-03-29,-0.007242654116879966
2005-03-30,-0.026719891102372384
2005-03-31,0.005820800593179909
2005-04-01,0.03778840391943517
2005-04-04,-0.018553944999590618
2005-04-05,-0.008493463857543015
2005-04-06,0.01860658765214085
2005-04-07,0.014897015769208766
2005-04-08,0.02042136574423981
2005-04-11,-0.0032786443711942947
2005-04-12,-0.02152419575273889
2005-04-13,0.02481775704408995
2005-04-14,-0.01630238757581659
2005-04-15,-0.02043517061971412
2005-04-18,-0.011084173027113951
2005-04-19,0.0014672628532335086
2005-04-20,-0.019038868398302374
2005-04-21,-0.015673956896341656
2005-04-22,-0.011063357857334921
2005-04-25,-0.017902129716511728
2005-04-26,0.015107384610039574
2005-04-27,-0.01550203643914061
2005-04-28,0.02266316855593997
2005-04-29,-0.01518302003741645
2005-05-09,-0.032533655505695536
2005-05-10,0.0016269735081615446
2005-05-11,-0.009146359563662942
2005-05-12,-0.0091912425553331
2005-05-13,0.0065153237705908315
2005-05-16,-0.011568035356587902
2005-05-17,0.011705852318315335
2005-05-18,0.005765378648873165
2005-05-19,-0.000491035319895694
2005-05-20,-0.004720319007023632
2005-05-23,-0.02909756475433178
2005-05-24,0.014958827043896727
2005-05-25,0.0008665321165322037
2005-05-26,-0.013796496201397113
2005-05-27,-0.0101272637249612
2005-05-30,0.009957701907592709
2005-05-31,-0.000912713017831912
2005-06-01,-0.023387540408067342
2005-06-02,-0.015638923768632518
2005-06-03,-0.004958458762879925
2005-06-06,0.01784299662059574
2005-06-07,0.0008557513090201585
2005-06-08,0.07944071060503433
2005-06-09,0.00941699925256323
2005-06-10,-0.022191796451594525
2005-06-13,0.0012097254304288538
2005-06-14,-0.016750388880167773
2005-06-15,-0.02633555517658026
2005-06-16,0.010166244936442359
2005-06-17,-0.0036510038723513993
