Date,zz500
2005-01-05,0.016927290468292
2005-01-06,-0.009005283803940278
2005-01-07,0.0030273628964552213
2005-01-10,0.00875195217350333
2005-01-11,0.0019933680268140463
2005-01-12,0.00027470811023633246
2005-01-13,0.004411968828696765
2005-01-14,-0.012734559309820705
2005-01-17,-0.02264317330371157
2005-01-18,0.01421655983190151
2005-01-19,-0.005222816992613621
2005-01-20,-0.013970216204761354
2005-01-21,0.016510653875777326
2005-01-24,0.019884291551300448
2005-01-25,-0.008552086691298588
2005-01-26,-0.011603186624421058
2005-01-27,-0.01678416527068538
2005-01-28,-0.0195187636469204
2005-01-31,-0.03124694854018162
2005-02-01,-0.010103473353470949
2005-02-02,0.05574320810308642
2005-02-03,-0.019633017818122656
2005-02-04,0.01768305067533249
2005-02-16,0.010715904318793212
2005-02-17,0.005075400812681208
2005-02-18,-0.01279377696281081
2005-02-21,0.017672624224037037
2005-02-22,0.026348033598860843
2005-02-23,0.011481728471510966
2005-02-24,0.005089977218721843
2005-02-25,-0.0003201730496287247
2005-02-28,-0.0031939678826072852
2005-03-01,0.00030856729754802364
2005-03-02,-0.014702858116537819
2005-03-03,0.00510859237408412
2005-03-04,-0.007987833337288697
2005-03-07,0.003731023414838219
2005-03-08,0.022348610113878342
2005-03-09,0.0030044965452660217
2005-03-10,-0.026153697157522585
2005-03-11,0.003867554410792229
2005-03-14,-0.001652411153180933
2005-03-15,-0.01382761474389882
2005-03-16,-0.009976545308005071
2005-03-17,-0.013161692664821034
2005-03-18,-0.022098611073920197
2005-03-21,4.633973980228134e-05
2005-03-22,-0.028422847381873395
2005-03-23,0.0006828794533495497
2005-03-24,0.010997688459847057
2005-03-25,-0.002067826863963673
2005-03-28,-0.009119438447011465
2005-03-29,-0.006622437624807187
2005-03-30,-0.030390124027744107
2005-03-31,0.008008333436451355
2005-04-01,0.035129030386086946
2005-04-04,-0.019056736808740538
2005-04-05,-0.008930946179124488
2005-04-06,0.018644981280718342
2005-04-07,0.014997436196120706
2005-04-08,0.018366828161182847
2005-04-11,-0.0009984654386665515
2005-04-12,-0.02224438566212872
2005-04-13,0.02460508297301089
2005-04-14,-0.015579402438780643
2005-04-15,-0.023683352486837502
2005-04-18,-0.013307112565711487
2005-04-19,0.0018499242052649747
2005-04-20,-0.020715895811295067
2005-04-21,-0.01895184049461418
2005-04-22,-0.011445496974616276
2005-04-25,-0.0190610927675614
2005-04-26,0.016862095123047368
2005-04-27,-0.01787451475609192
2005-04-28,0.024600185962786014
2005-04-29,-0.015111269137454975
2005-05-09,-0.03446392271926624
2005-05-10,-0.00038001023950429147
2005-05-11,-0.007967358034832284
2005-05-12,-0.005002649186145458
2005-05-13,0.00912434520934724
2005-05-16,-0.008230679930001816
2005-05-17,0.012725029727619576
2005-05-18,0.007560586715213312
2005-05-19,0.0003601558492585255
2005-05-20,-0.00704293645598475
2005-05-23,-0.03101583387252327
2005-05-24,0.018922194616768584
2005-05-25,0.0011796083551882663
2005-05-26,-0.013181474057579523
2005-05-27,-0.010044754600612715
2005-05-30,0.008260450721746526
2005-05-31,-0.0008275530010082299
2005-06-01,-0.022838046762842627
2005-06-02,-0.011881752674100632
2005-06-03,-0.004489089848080607
2005-06-06,0.015983717314192347
2005-06-07,0.002099690314953495
2005-06-08,0.07888244315529769
2005-06-09,0.009942236379195668
2005-06-10,-0.02132454617670421
2005-06-13,0.0031830015452045672
2005-06-14,-0.019251976620973
2005-06-15,-0.026804254752252232
2005-06-16,0.009651370155477013
2005-06-17,-0.004736642432007332
2005-06-20,0.02948994984608877
2005-06-21,-0.009148595479360309
2005-06-22,0.003001726298920593
2005-06-23,-0.01136020775743396
2005-06-24,0.0047643347043975215
2005-06-27,0.02599965814193994
2005-06-28,-0.01833771600750766
2005-06-29,-0.006082686442519858
2005-06-30,-0.027715265630220757
2005-07-01,-0.03935555437636285
2005-07-04,-0.014294695088590603
2005-07-05,-0.006521829047489991
2005-07-06,-0.0015458067808675755
2005-07-07,0.005345392524521042
2005-07-08,-0.03286514373483107
2005-07-11,-0.0115915523743384
2005-07-12,0.035073305574022884
2005-07-13,-0.00958847057741763
2005-07-14,0.00013789468941616254
2005-07-15,-0.02464834876812849
2005-07-18,-0.024689008072913854
2005-07-19,0.00892303630059943
2005-07-20,0.006012237826889644
2005-07-21,-0.0035416722631215203
2005-07-22,0.02363405733355295
2005-07-25,-0.003573383972444333
2005-07-26,0.02363997790968297
2005-07-27,0.0192346108843926
2005-07-28,-0.003713259068151897
2005-07-29,-0.003218553858918893
2005-08-01,0.0076031282516026985
2005-08-02,0.0170582341090062
2005-08-03,0.008465982785048842
2005-08-04,-0.005833047526995761
2005-08-05,0.029476179399996468
2005-08-08,0.015610184572852459
2005-08-09,0.017583678387036006
2005-08-10,0.011856013245130637
2005-08-11,0.010926892268999122
2005-08-12,-0.01975767283310981
2005-08-15,0.028517147525802814
2005-08-16,-0.00047995217151564084
2005-08-17,0.01818498112632017
2005-08-18,-0.039626646819406315
2005-08-19,0.0002497977247692962
2005-08-22,0.012946036456486842
2005-08-23,-0.01753706572250502
2005-08-24,0.011998815052747249
2005-08-25,0.011735589972856396
2005-08-26,0.004797840314292756
2005-08-29,-0.009736670827230287
2005-08-30,-0.005644951985465996
2005-08-31,0.0212579300344391
2005-09-01,0.023975852578619783
2005-09-02,0.008181140622020909
2005-09-05,0.013530318572812172
2005-09-06,-0.024651415259699827
2005-09-07,0.02972088984116938
2005-09-08,0.0017621393384941175
2005-09-09,-0.011450055637356793
2005-09-12,0.004613969480490754
2005-09-13,0.023484513236777138
2005-09-14,0.01180124979127739
2005-09-15,0.0038492518440234047
2005-09-16,-0.000943925182769756
2005-09-19,0.014004433120685887
2005-09-20,-0.006801799913808804
2005-09-21,-0.015552501731301847
2005-09-22,-0.03272634144035913
2005-09-23,-0.013027080281768577
2005-09-26,0.0072431146659543985
2005-09-27,-0.02044030908508987
2005-09-28,-0.0053666574091144606
2005-09-29,0.022211298290978343
2005-09-30,-0.0020452409126228144
2005-10-10,-0.012375950105174229
2005-10-11,0.02314415870546416
2005-10-12,0.010343457888081664
2005-10-13,-0.004799985580892896
2005-10-14,-0.008372856415190477
2005-10-17,0.0030865712462602173
2005-10-18,0.01700356298726491
2005-10-19,-0.008263408597301791
2005-10-20,0.00026739958976174094
2005-10-21,0.009560645693253987
2005-10-24,0.003050187312784836
2005-10-25,-0.022478242998940638
2005-10-26,-0.026834112562202472
2005-10-27,-0.007534881760317025
2005-10-28,-0.02658115392647176
2005-10-31,0.004358455051311161
2005-11-01,-0.0064332855855062645
2005-11-02,0.02063333203777851
2005-11-03,-0.013578225334279105
2005-11-04,0.007499040904517473
2005-11-07,0.008238317275799156
2005-11-08,0.008269576556825475
2005-11-09,-0.004540823237707103
2005-11-10,-0.02821052880690089
2005-11-11,0.0032717660108929625
2005-11-14,0.0043849428852995595
